geoid,county,state_po,year,polling_places,period,population,prop_high_poverty,prop_hispanic_latino,prop_2more,prop_aian,prop_asian,prop_black,prop_nhpi,prop_other,prop_white
13065,Clinch County,GA,2018,5,After,6788,58.85,4.91,1.19,0.27,0.57,27.36,0,0,65.7
13067,Cobb County,GA,2012,153,Before,739072,26.65,12.77,2.31,0.13,5.09,26.26,0.04,0.33,53.07
13067,Cobb County,GA,2018,141,After,739072,26.65,12.77,2.31,0.13,5.09,26.26,0.04,0.33,53.07
13069,Coffee County,GA,2012,6,Before,43048,50.15,11.31,0.89,0.08,0.72,27.94,0,0.46,58.59
13069,Coffee County,GA,2018,6,After,43048,50.15,11.31,0.89,0.08,0.72,27.94,0,0.46,58.59
13071,Colquitt County,GA,2012,19,Before,45890,53.44,18.92,0.87,0.32,0.84,22.52,0.01,0.02,56.5
13071,Colquitt County,GA,2018,19,After,45890,53.44,18.92,0.87,0.32,0.84,22.52,0.01,0.02,56.5
13073,Columbia County,GA,2012,42,Before,143723,20.51,6.23,2.73,0.23,3.99,16.31,0,0.37,70.14
13073,Columbia County,GA,2018,42,After,143723,20.51,6.23,2.73,0.23,3.99,16.31,0,0.37,70.14
13075,Cook County,GA,2012,8,Before,17190,52.12,5.83,1.13,0.31,0.56,27.2,0,0.04,64.93
13075,Cook County,GA,2018,8,After,17190,52.12,5.83,1.13,0.31,0.56,27.2,0,0.04,64.93
13077,Coweta County,GA,2012,28,Before,138015,28.4,6.76,2.13,0.1,1.82,17.38,0.01,0.26,71.55
13077,Coweta County,GA,2018,27,After,138015,28.4,6.76,2.13,0.1,1.82,17.38,0.01,0.26,71.55
13079,Crawford County,GA,2012,6,Before,12385,43.42,0.7,1.26,0.15,1.1,23.29,0,0,73.5
13079,Crawford County,GA,2018,6,After,12385,43.42,0.7,1.26,0.15,1.1,23.29,0,0,73.5
13081,Crisp County,GA,2012,5,Before,23005,58.45,3.24,1.54,0,1.23,43.17,0.21,0,50.61
13081,Crisp County,GA,2018,5,After,23005,58.45,3.24,1.54,0,1.23,43.17,0.21,0,50.61
13083,Dade County,GA,2012,7,Before,16282,39,2.18,0.82,0.67,1.12,0.52,0.72,0.15,93.81
13083,Dade County,GA,2018,7,After,16282,39,2.18,0.82,0.67,1.12,0.52,0.72,0.15,93.81
13085,Dawson County,GA,2012,3,Before,23397,30.07,4.22,1.34,0.08,0.27,1.18,0,0.13,92.78
13085,Dawson County,GA,2018,3,After,23397,30.07,4.22,1.34,0.08,0.27,1.18,0,0.13,92.78
13087,Decatur County,GA,2012,9,Before,27023,47.48,5.79,0.68,0.14,0.44,42.09,0,0,50.86
13087,Decatur County,GA,2018,9,After,27023,47.48,5.79,0.68,0.14,0.44,42.09,0,0,50.86
13089,DeKalb County,GA,2012,189,Before,736066,37.09,8.67,2.24,0.23,6.04,53.31,0.03,0.42,29.05
13089,DeKalb County,GA,2018,192,After,736066,37.09,8.67,2.24,0.23,6.04,53.31,0.03,0.42,29.05
13091,Dodge County,GA,2012,16,Before,21063,45.65,3.43,2.77,0.04,0.56,27.77,0,0.17,65.27
13091,Dodge County,GA,2018,16,After,21063,45.65,3.43,2.77,0.04,0.56,27.77,0,0.17,65.27
13093,Dooly County,GA,2012,5,Before,14053,52.06,6.93,0.88,0.01,0.09,49.48,0,0.04,42.56
13093,Dooly County,GA,2018,5,After,14053,52.06,6.93,0.88,0.01,0.09,49.48,0,0.04,42.56
13095,Dougherty County,GA,2012,28,Before,91522,54.56,2.64,1.68,0.13,0.85,68.43,0,0.07,26.2
13095,Dougherty County,GA,2018,28,After,91522,54.56,2.64,1.68,0.13,0.85,68.43,0,0.07,26.2
13097,Douglas County,GA,2012,25,Before,140152,33.98,9.21,1.5,0.09,1.65,44.04,0.01,0.12,43.38
13097,Douglas County,GA,2018,25,After,140152,33.98,9.21,1.5,0.09,1.65,44.04,0.01,0.12,43.38
13099,Early County,GA,2012,11,Before,10405,51.28,2.15,0.39,0.08,0.76,50.51,0,0.05,46.05
13099,Early County,GA,2018,5,After,10405,51.28,2.15,0.39,0.08,0.76,50.51,0,0.05,46.05
13101,Echols County,GA,2012,1,Before,4011,47.83,26.65,3.47,1.94,0,2.69,0,0.22,65.02
13101,Echols County,GA,2018,1,After,4011,47.83,26.65,3.47,1.94,0,2.69,0,0.22,65.02
13103,Effingham County,GA,2012,17,Before,57087,27.45,3.9,1.91,0.13,1,13.21,0.06,0.53,79.26
13103,Effingham County,GA,2018,17,After,57087,27.45,3.9,1.91,0.13,1,13.21,0.06,0.53,79.26
13105,Elbert County,GA,2012,11,Before,19288,47.77,5.53,0.3,0,0.07,30.54,0,0.1,63.46
13105,Elbert County,GA,2018,11,After,19288,47.77,5.53,0.3,0,0.07,30.54,0,0.1,63.46
13107,Emanuel County,GA,2012,12,Before,22502,56.42,4.48,2.01,0,0.02,33.99,0,0.05,59.45
13107,Emanuel County,GA,2018,11,After,22502,56.42,4.48,2.01,0,0.02,33.99,0,0.05,59.45
13109,Evans County,GA,2012,1,Before,10757,48.03,11.77,0.62,0.01,0.76,30.21,0,0.13,56.49
13109,Evans County,GA,2018,1,After,10757,48.03,11.77,0.62,0.01,0.76,30.21,0,0.13,56.49
13111,Fannin County,GA,2012,12,Before,24480,37.07,2.16,1.5,0.08,0.57,0.21,0.1,0.09,95.29
13111,Fannin County,GA,2018,12,After,24480,37.07,2.16,1.5,0.08,0.57,0.21,0.1,0.09,95.29
13113,Fayette County,GA,2012,36,Before,110306,17.1,7.08,2.48,0.26,4.42,21.09,0.08,0.45,64.14
13113,Fayette County,GA,2018,36,After,110306,17.1,7.08,2.48,0.26,4.42,21.09,0.08,0.45,64.14
13115,Floyd County,GA,2012,25,Before,96471,41.45,10.6,1.38,0.11,1.48,14.45,0,0.59,71.39
13115,Floyd County,GA,2018,25,After,96471,41.45,10.6,1.38,0.11,1.48,14.45,0,0.59,71.39
13117,Forsyth County,GA,2012,25,Before,211300,15.13,9.5,1.91,0.18,10.53,2.87,0.02,0.1,74.9
13117,Forsyth County,GA,2018,16,After,211300,15.13,9.5,1.91,0.18,10.53,2.87,0.02,0.1,74.9
13119,Franklin County,GA,2012,13,Before,22328,48.62,4.42,1.12,0.05,0.68,9.78,0,0,83.94
13119,Franklin County,GA,2018,7,After,22328,48.62,4.42,1.12,0.05,0.68,9.78,0,0,83.94
13121,Fulton County,GA,2012,351,Before,1010420,31.77,7.38,1.91,0.16,6.66,43.6,0.03,0.35,39.92
13121,Fulton County,GA,2018,373,After,1010420,31.77,7.38,1.91,0.16,6.66,43.6,0.03,0.35,39.92
13123,Gilmer County,GA,2012,13,Before,29614,42.39,11.49,1.14,0.09,0.49,0.6,0.01,0.63,85.54
13123,Gilmer County,GA,2018,13,After,29614,42.39,11.49,1.14,0.09,0.49,0.6,0.01,0.63,85.54
13125,Glascock County,GA,2012,4,Before,3027,37.63,1.55,1.45,0.79,0,8.82,0,0,87.38
13125,Glascock County,GA,2018,4,After,3027,37.63,1.55,1.45,0.79,0,8.82,0,0,87.38
13127,Glynn County,GA,2012,21,Before,83467,39.09,6.72,1.98,0.42,1.29,25.66,0.05,0.13,63.76
13127,Glynn County,GA,2018,21,After,83467,39.09,6.72,1.98,0.42,1.29,25.66,0.05,0.13,63.76
13129,Gordon County,GA,2012,13,Before,56424,46.16,15.4,1.37,0.03,1.06,3.95,0.02,0.17,77.99
13129,Gordon County,GA,2018,12,After,56424,46.16,15.4,1.37,0.03,1.06,3.95,0.02,0.17,77.99
13131,Grady County,GA,2012,13,Before,25048,51.89,11.06,1.13,0.46,0.54,28.19,0.27,0,58.35
13131,Grady County,GA,2018,13,After,25048,51.89,11.06,1.13,0.46,0.54,28.19,0.27,0,58.35
13133,Greene County,GA,2012,8,Before,16732,44.63,6.07,0.65,0.05,0.97,35.83,0.02,0,56.41
13133,Greene County,GA,2018,5,After,16732,44.63,6.07,0.65,0.05,0.97,35.83,0.02,0,56.41
13135,Gwinnett County,GA,2012,156,Before,889954,32.15,20.75,2.19,0.15,11.2,25.94,0.04,0.48,39.26
13135,Gwinnett County,GA,2018,157,After,889954,32.15,20.75,2.19,0.15,11.2,25.94,0.04,0.48,39.26
13137,Habersham County,GA,2012,14,Before,43878,40.58,14.15,1.61,0.1,2.35,3.13,0.21,1.16,77.3
13137,Habersham County,GA,2018,7,After,43878,40.58,14.15,1.61,0.1,2.35,3.13,0.21,1.16,77.3
13139,Hall County,GA,2012,35,Before,192865,37.41,27.81,1.37,0.17,1.71,7.28,0.01,0.08,61.56
13139,Hall County,GA,2018,31,After,192865,37.41,27.81,1.37,0.17,1.71,7.28,0.01,0.08,61.56
13141,Hancock County,GA,2012,7,Before,8667,55.04,1.8,0.52,0,0.54,72.93,0.15,0,24.06
13141,Hancock County,GA,2018,10,After,8667,55.04,1.8,0.52,0,0.54,72.93,0.15,0,24.06
13143,Haralson County,GA,2012,12,Before,28722,41.38,1.46,1.74,0.23,0.77,4.31,0,0.28,91.2
13143,Haralson County,GA,2018,12,After,28722,41.38,1.46,1.74,0.23,0.77,4.31,0,0.28,91.2
13145,Harris County,GA,2012,12,Before,33198,22.76,3.31,2.44,0.12,0.95,15.95,0,0.11,77.13
13145,Harris County,GA,2018,12,After,33198,22.76,3.31,2.44,0.12,0.95,15.95,0,0.11,77.13
13147,Hart County,GA,2012,7,Before,25535,45.38,3.71,1.24,0.04,0.92,18.98,0.02,0,75.1
13147,Hart County,GA,2018,7,After,25535,45.38,3.71,1.24,0.04,0.92,18.98,0.02,0,75.1
13149,Heard County,GA,2012,9,Before,11607,43.09,0.67,3.72,0.02,0.53,10.01,0.09,0,84.97
13149,Heard County,GA,2018,6,After,11607,43.09,0.67,3.72,0.02,0.53,10.01,0.09,0,84.97
13151,Henry County,GA,2012,38,Before,217506,28.7,6.47,2.5,0.06,3.28,40.68,0,0.26,46.74
13151,Henry County,GA,2018,37,After,217506,28.7,6.47,2.5,0.06,3.28,40.68,0,0.26,46.74
13153,Houston County,GA,2012,23,Before,150341,34.42,6.58,2.66,0.31,3.02,29.69,0,0.27,57.47
13153,Houston County,GA,2018,16,After,150341,34.42,6.58,2.66,0.31,3.02,29.69,0,0.27,57.47
13155,Irwin County,GA,2012,8,Before,9278,49.48,1.25,2.64,0,0.49,27.99,0,0,67.63
13155,Irwin County,GA,2018,3,After,9278,49.48,1.25,2.64,0,0.49,27.99,0,0,67.63
13157,Jackson County,GA,2012,16,Before,63851,31.09,7.07,1.76,0.09,1.73,6.75,0.03,0.23,82.35
13157,Jackson County,GA,2018,4,After,63851,31.09,7.07,1.76,0.09,1.73,6.75,0.03,0.23,82.35
13159,Jasper County,GA,2012,7,Before,13732,47.74,3.88,1.19,0.19,0.3,20.81,0,0,73.62
13159,Jasper County,GA,2018,3,After,13732,47.74,3.88,1.19,0.19,0.3,20.81,0,0,73.62
13161,Jeff Davis County,GA,2012,9,Before,14999,48.44,11.45,0.33,0,0,16.58,0,0,71.64
13161,Jeff Davis County,GA,2018,9,After,14999,48.44,11.45,0.33,0,0,16.58,0,0,71.64
13163,Jefferson County,GA,2012,8,Before,15954,54.69,3.65,0.45,0.09,0.1,54,0,0,41.71
13163,Jefferson County,GA,2018,8,After,15954,54.69,3.65,0.45,0.09,0.1,54,0,0,41.71
13165,Jenkins County,GA,2012,5,Before,8929,59.14,6.44,0.77,0.19,0.85,35.5,0,0,56.24
13165,Jenkins County,GA,2018,5,After,8929,59.14,6.44,0.77,0.19,0.85,35.5,0,0,56.24
13167,Johnson County,GA,2012,4,Before,9800,46.77,2.33,1.09,0,0.17,33.77,0,0,62.64
13167,Johnson County,GA,2018,4,After,9800,46.77,2.33,1.09,0,0.17,33.77,0,0,62.64
13169,Jones County,GA,2012,11,Before,28540,33.56,1.46,1.13,0.17,0.69,24.66,0,0,71.89
13169,Jones County,GA,2018,10,After,28540,33.56,1.46,1.13,0.17,0.69,24.66,0,0,71.89
13171,Lamar County,GA,2012,6,Before,18282,42.26,2.27,2.92,0.09,0.75,28.95,0,0,65.02
13171,Lamar County,GA,2018,6,After,18282,42.26,2.27,2.92,0.09,0.75,28.95,0,0,65.02
13173,Lanier County,GA,2012,4,Before,10388,50.97,5.46,1.19,0,0.28,24.06,0,0.31,68.7
13173,Lanier County,GA,2018,1,After,10388,50.97,5.46,1.19,0,0.28,24.06,0,0.31,68.7
13175,Laurens County,GA,2012,17,Before,47451,51.6,2.56,0.67,0.08,1.1,36.73,0.01,0.69,58.15
13175,Laurens County,GA,2018,16,After,47451,51.6,2.56,0.67,0.08,1.1,36.73,0.01,0.69,58.15
13177,Lee County,GA,2012,10,Before,29216,26.83,2.75,2.34,0.03,2.48,19.47,0.08,0.05,72.8
13177,Lee County,GA,2018,10,After,29216,26.83,2.75,2.34,0.03,2.48,19.47,0.08,0.05,72.8
13179,Liberty County,GA,2012,13,Before,62120,47.28,12.45,4.08,0.44,2.08,40.02,0.46,0.22,40.26
13179,Liberty County,GA,2018,13,After,62120,47.28,12.45,4.08,0.44,2.08,40.02,0.46,0.22,40.26
13181,Lincoln County,GA,2012,7,Before,7768,48.16,1.53,0.51,0.05,0.23,32.22,0.03,0,65.42
13181,Lincoln County,GA,2018,7,After,7768,48.16,1.53,0.51,0.05,0.23,32.22,0.03,0,65.42
13183,Long County,GA,2012,5,Before,17857,44.69,11.38,4.94,0.22,0.85,23.93,0.16,0,58.51
13183,Long County,GA,2018,7,After,17857,44.69,11.38,4.94,0.22,0.85,23.93,0.16,0,58.51
13185,Lowndes County,GA,2012,12,Before,113941,49.09,5.42,1.67,0.23,1.88,36.09,0.05,0.14,54.52
13185,Lowndes County,GA,2018,9,After,113941,49.09,5.42,1.67,0.23,1.88,36.09,0.05,0.14,54.52
13187,Lumpkin County,GA,2012,9,Before,31567,42.5,4.72,1.22,0.71,0.38,2.14,0,0.06,90.77
13187,Lumpkin County,GA,2018,1,After,31567,42.5,4.72,1.22,0.71,0.38,2.14,0,0.06,90.77
13189,McDuffie County,GA,2012,10,Before,21488,42.36,2.87,1.37,0,0.47,40.28,0.83,0,54.17
13189,McDuffie County,GA,2018,9,After,21488,42.36,2.87,1.37,0,0.47,40.28,0.83,0,54.17
13191,McIntosh County,GA,2012,6,Before,14061,42.77,1.51,1.38,0.14,0,35.1,0.15,0,61.72
13191,McIntosh County,GA,2018,6,After,14061,42.77,1.51,1.38,0.14,0,35.1,0.15,0,61.72
13193,Macon County,GA,2012,5,Before,13675,55.07,4.25,1,0.45,1.62,59.31,0.01,0.75,32.62
13193,Macon County,GA,2018,5,After,13675,55.07,4.25,1,0.45,1.62,59.31,0.01,0.75,32.62
13195,Madison County,GA,2012,12,Before,28600,43.68,4.88,1.54,0.32,1.44,8.63,0,0.28,82.91
13195,Madison County,GA,2018,12,After,28600,43.68,4.88,1.54,0.32,1.44,8.63,0,0.28,82.91
13197,Marion County,GA,2012,7,Before,8558,44.61,1.68,1.74,0,0.71,35.66,0.47,0.55,59.18
13197,Marion County,GA,2018,5,After,8558,44.61,1.68,1.74,0,0.71,35.66,0.47,0.55,59.18
13199,Meriwether County,GA,2012,14,Before,21152,47.72,2.09,2,0.17,0.63,38.37,0,0.43,56.32
13199,Meriwether County,GA,2018,14,After,21152,47.72,2.09,2,0.17,0.63,38.37,0,0.43,56.32
13201,Miller County,GA,2012,1,Before,5884,44.31,0.41,0.12,0.83,0,30.27,0,0,68.37
13201,Miller County,GA,2018,1,After,5884,44.31,0.41,0.12,0.83,0,30.27,0,0,68.37
13205,Mitchell County,GA,2012,11,Before,22574,54.01,4.43,1.36,0.08,0.32,47.5,0.06,0,46.26
13205,Mitchell County,GA,2018,11,After,22574,54.01,4.43,1.36,0.08,0.32,47.5,0.06,0,46.26
13207,Monroe County,GA,2012,14,Before,26795,34.91,2.35,0.81,0.13,0.78,23.55,0,0.29,72.09
13207,Monroe County,GA,2018,14,After,26795,34.91,2.35,0.81,0.13,0.78,23.55,0,0.29,72.09
13209,Montgomery County,GA,2012,7,Before,8962,40.86,6.55,0.68,0.2,0.29,26.01,0,1.79,64.48
13209,Montgomery County,GA,2018,7,After,8962,40.86,6.55,0.68,0.2,0.29,26.01,0,1.79,64.48
13211,Morgan County,GA,2012,11,Before,18013,33.77,3.14,1.43,0.13,0.06,23.53,0,0.08,71.63
13211,Morgan County,GA,2018,7,After,18013,33.77,3.14,1.43,0.13,0.06,23.53,0,0.08,71.63
13213,Murray County,GA,2012,7,Before,39444,46.39,14.34,0.93,0.08,0.36,0.96,0,0,83.32
13213,Murray County,GA,2018,7,After,39444,46.39,14.34,0.93,0.08,0.36,0.96,0,0,83.32
13215,Muscogee County,GA,2012,28,Before,198647,43.71,7.49,3.08,0.34,2.37,44.99,0.15,0.5,41.07
13215,Muscogee County,GA,2018,25,After,198647,43.71,7.49,3.08,0.34,2.37,44.99,0.15,0.5,41.07
13217,Newton County,GA,2012,22,Before,105042,37.98,5.13,2.07,0.16,0.99,42.59,0.12,0.22,48.71
13217,Newton County,GA,2018,22,After,105042,37.98,5.13,2.07,0.16,0.99,42.59,0.12,0.22,48.71
13219,Oconee County,GA,2012,13,Before,35972,19.34,4.76,0.66,0.07,4.1,5.41,0,0.14,84.85
13219,Oconee County,GA,2018,13,After,35972,19.34,4.76,0.66,0.07,4.1,5.41,0,0.14,84.85
13221,Oglethorpe County,GA,2012,10,Before,14654,43.2,4.14,1.56,0.12,0.29,17.96,0,0,75.92
13221,Oglethorpe County,GA,2018,3,After,14654,43.2,4.14,1.56,0.12,0.29,17.96,0,0,75.92
13223,Paulding County,GA,2012,14,Before,152399,28.4,5.82,1.93,0.18,0.94,17.89,0.03,0.17,73.03
13223,Paulding County,GA,2018,12,After,152399,28.4,5.82,1.93,0.18,0.94,17.89,0.03,0.17,73.03
13225,Peach County,GA,2012,7,Before,27027,41.7,7.51,0.87,0.07,1.12,44.38,0.09,0,45.97
13225,Peach County,GA,2018,7,After,27027,41.7,7.51,0.87,0.07,1.12,44.38,0.09,0,45.97
13227,Pickens County,GA,2012,12,Before,30343,29.85,3.04,2.2,0.05,0.54,0.49,0.03,0,93.65
13227,Pickens County,GA,2018,12,After,30343,29.85,3.04,2.2,0.05,0.54,0.49,0.03,0,93.65
13229,Pierce County,GA,2012,8,Before,19141,41.36,5.11,1.25,0.4,0.15,8.93,0,0.08,84.08
13229,Pierce County,GA,2018,8,After,19141,41.36,5.11,1.25,0.4,0.15,8.93,0,0.08,84.08
13231,Pike County,GA,2012,8,Before,17919,29.07,1.52,1.33,0,0.17,10.27,0,0,86.7
13231,Pike County,GA,2018,8,After,17919,29.07,1.52,1.33,0,0.17,10.27,0,0,86.7
13233,Polk County,GA,2012,7,Before,41444,45.34,13.04,1.48,0,0.65,12.67,0.03,0.15,71.97
13233,Polk County,GA,2018,7,After,41444,45.34,13.04,1.48,0,0.65,12.67,0.03,0.15,71.97
13235,Pulaski County,GA,2012,3,Before,11396,47.59,3.56,1.42,0.18,0,34.74,0,0.04,60.05
13235,Pulaski County,GA,2018,1,After,11396,47.59,3.56,1.42,0.18,0,34.74,0,0.04,60.05
13237,Putnam County,GA,2012,8,Before,21430,39.41,6.56,1.5,0.01,0.48,26.07,0,0,65.38
13237,Putnam County,GA,2018,5,After,21430,39.41,6.56,1.5,0.01,0.48,26.07,0,0,65.38
13239,Quitman County,GA,2012,2,Before,2140,49.16,0.56,1.64,0,4.95,50.75,0.19,0,41.92
13239,Quitman County,GA,2018,2,After,2140,49.16,0.56,1.64,0,4.95,50.75,0.19,0,41.92
13241,Rabun County,GA,2012,1,Before,16354,42.99,8.07,0.75,0.48,0.81,1.85,0,0.98,87.06
13241,Rabun County,GA,2018,1,After,16354,42.99,8.07,0.75,0.48,0.81,1.85,0,0.98,87.06
13243,Randolph County,GA,2012,9,Before,7206,61.33,1.67,0.92,0,1.44,59.74,0,0,36.23
13243,Randolph County,GA,2018,9,After,7206,61.33,1.67,0.92,0,1.44,59.74,0,0,36.23
13245,Richmond County,GA,2012,78,Before,201568,48.28,4.78,2.07,0.18,1.78,55.22,0.22,0.2,35.54
13245,Richmond County,GA,2018,69,After,201568,48.28,4.78,2.07,0.18,1.78,55.22,0.22,0.2,35.54
13247,Rockdale County,GA,2012,18,Before,88482,37.75,10.21,1.7,0.11,1.98,51.04,0.25,0.15,34.58
13247,Rockdale County,GA,2018,16,After,88482,37.75,10.21,1.7,0.11,1.98,51.04,0.25,0.15,34.58
13249,Schley County,GA,2012,1,Before,5168,45.65,4.99,0.31,0,0,27.48,0,0,67.22
13249,Schley County,GA,2018,1,After,5168,45.65,4.99,0.31,0,0,27.48,0,0,67.22
13251,Screven County,GA,2012,12,Before,14037,53.79,1.82,0.97,0.28,0.54,41.72,0,0.16,54.51
13251,Screven County,GA,2018,12,After,14037,53.79,1.82,0.97,0.28,0.54,41.72,0,0.16,54.51
13253,Seminole County,GA,2012,5,Before,8549,53.36,2.96,0.76,0,0.96,33.66,0,0.05,61.61
13253,Seminole County,GA,2018,5,After,8549,53.36,2.96,0.76,0,0.96,33.66,0,0.05,61.61
13255,Spalding County,GA,2012,21,Before,64192,45.69,4.35,1.48,0.4,0.94,33.34,0.03,0.09,59.37
13255,Spalding County,GA,2018,18,After,64192,45.69,4.35,1.48,0.4,0.94,33.34,0.03,0.09,59.37
13257,Stephens County,GA,2012,8,Before,25625,46.47,3.16,1.59,0.27,0.42,11.73,0.01,0,82.83
13257,Stephens County,GA,2018,1,After,25625,46.47,3.16,1.59,0.27,0.42,11.73,0.01,0,82.83
13259,Stewart County,GA,2012,4,Before,5832,60.7,20.27,0.72,0.17,2.21,50.27,0,0.53,25.82
13259,Stewart County,GA,2018,4,After,5832,60.7,20.27,0.72,0.17,2.21,50.27,0,0.53,25.82
13261,Sumter County,GA,2012,11,Before,30687,56.98,5.3,1.34,0.08,1.12,52.34,0,0.03,39.79
13261,Sumter County,GA,2018,11,After,30687,56.98,5.3,1.34,0.08,1.12,52.34,0,0.03,39.79
13263,Talbot County,GA,2012,7,Before,6423,43.9,2.34,0.47,0.08,0.53,56.39,0,0,40.2
13263,Talbot County,GA,2018,7,After,6423,43.9,2.34,0.47,0.08,0.53,56.39,0,0,40.2
13265,Taliaferro County,GA,2012,2,Before,1844,55.79,4.23,0.16,0,0.33,61.55,0,0,33.73
13265,Taliaferro County,GA,2018,2,After,1844,55.79,4.23,0.16,0,0.33,61.55,0,0,33.73
13267,Tattnall County,GA,2012,9,Before,25402,49.38,10.76,0.76,0.22,0.19,29.19,0.02,0.46,58.4
13267,Tattnall County,GA,2018,8,After,25402,49.38,10.76,0.76,0.22,0.19,29.19,0.02,0.46,58.4
13269,Taylor County,GA,2012,4,Before,8267,52.3,0.96,0.24,0,0.91,40.4,0,0,57.49
13269,Taylor County,GA,2018,3,After,8267,52.3,0.96,0.24,0,0.91,40.4,0,0,57.49
13271,Telfair County,GA,2012,6,Before,16339,56.92,11.63,0.5,0.02,0,38.77,0,0,49.07
13271,Telfair County,GA,2018,6,After,16339,56.92,11.63,0.5,0.02,0,38.77,0,0,49.07
13273,Terrell County,GA,2012,6,Before,8978,56,2.71,0.92,0.04,0.2,60.61,0,0,35.51
13273,Terrell County,GA,2018,6,After,8978,56,2.71,0.92,0.04,0.2,60.61,0,0,35.51
13275,Thomas County,GA,2012,20,Before,44909,45.04,3.5,2.12,0.1,0.79,35.77,0.04,0.02,57.67
13275,Thomas County,GA,2018,20,After,44909,45.04,3.5,2.12,0.1,0.79,35.77,0.04,0.02,57.67
13277,Tift County,GA,2012,12,Before,40531,47.98,11.39,1.24,0.09,1.18,29.34,0.04,0.38,56.34
13277,Tift County,GA,2018,12,After,40531,47.98,11.39,1.24,0.09,1.18,29.34,0.04,0.38,56.34
13279,Toombs County,GA,2012,14,Before,27160,53.16,11.56,1.01,0.01,0.92,25.37,0,0.63,60.51
13279,Toombs County,GA,2018,5,After,27160,53.16,11.56,1.01,0.01,0.92,25.37,0,0.63,60.51
13281,Towns County,GA,2012,4,Before,11173,38.81,1.46,2.02,0.3,0.22,1.01,0,0,94.99
13281,Towns County,GA,2018,4,After,11173,38.81,1.46,2.02,0.3,0.22,1.01,0,0,94.99
13283,Treutlen County,GA,2012,6,Before,6752,44,2.12,0.28,0,0,29.62,0,0,67.98
13283,Treutlen County,GA,2018,2,After,6752,44,2.12,0.28,0,0,29.62,0,0,67.98
13285,Troup County,GA,2012,16,Before,69433,43.15,3.69,1.84,0.05,1.86,35.05,0.02,0.24,57.25
13285,Troup County,GA,2018,15,After,69433,43.15,3.69,1.84,0.05,1.86,35.05,0.02,0.24,57.25
13287,Turner County,GA,2012,3,Before,8036,45.62,4.58,0.65,0.24,0.4,39.47,0,0,54.67
13287,Turner County,GA,2018,3,After,8036,45.62,4.58,0.65,0.24,0.4,39.47,0,0,54.67
13289,Twiggs County,GA,2012,5,Before,8323,50.83,0.36,1.95,0.05,0.1,42.62,0,0,54.93
13289,Twiggs County,GA,2018,5,After,8323,50.83,0.36,1.95,0.05,0.1,42.62,0,0,54.93
13291,Union County,GA,2012,11,Before,22262,34.31,3.05,0.83,0.42,0.7,0.83,0,0,94.17
13291,Union County,GA,2018,11,After,22262,34.31,3.05,0.83,0.42,0.7,0.83,0,0,94.17
13293,Upson County,GA,2012,9,Before,26241,47.6,2.3,0.8,0.31,0.49,28.47,0.06,0,67.58
13293,Upson County,GA,2018,4,After,26241,47.6,2.3,0.8,0.31,0.49,28.47,0.06,0,67.58
13295,Walker County,GA,2012,11,Before,68609,40.79,1.99,1.39,0.09,0.61,4.3,0,0.22,91.39
13295,Walker County,GA,2018,11,After,68609,40.79,1.99,1.39,0.09,0.61,4.3,0,0.22,91.39
13297,Walton County,GA,2012,21,Before,88695,31.37,4.01,1.34,0.21,1.23,16.48,0.07,0.71,75.95
13297,Walton County,GA,2018,21,After,88695,31.37,4.01,1.34,0.21,1.23,16.48,0.07,0.71,75.95
13299,Ware County,GA,2012,12,Before,35688,49.49,3.99,0.98,0.41,1.14,29.54,0.05,0.09,63.81
13299,Ware County,GA,2018,12,After,35688,49.49,3.99,0.98,0.41,1.14,29.54,0.05,0.09,63.81
13301,Warren County,GA,2012,6,Before,5410,54.23,0.57,0.17,0,1,60.59,0.28,0.2,37.19
13301,Warren County,GA,2018,1,After,5410,54.23,0.57,0.17,0,1,60.59,0.28,0.2,37.19
13303,Washington County,GA,2012,8,Before,20506,49.41,2.31,0.94,0,0.61,52.89,0,0.02,43.23
13303,Washington County,GA,2018,8,After,20506,49.41,2.31,0.94,0,0.61,52.89,0,0.02,43.23
13305,Wayne County,GA,2012,15,Before,29833,47.49,6.22,2.05,0.07,0.46,19.55,0,0.45,71.21
13305,Wayne County,GA,2018,12,After,29833,47.49,6.22,2.05,0.07,0.46,19.55,0,0.45,71.21
13307,Webster County,GA,2012,1,Before,2627,41.71,2.06,0.65,0.08,0,48.84,0,0,48.38
13307,Webster County,GA,2018,1,After,2627,41.71,2.06,0.65,0.08,0,48.84,0,0,48.38
13309,Wheeler County,GA,2012,2,Before,7952,59.87,1.65,0.14,0.34,0,41.73,0,0,56.15
13309,Wheeler County,GA,2018,2,After,7952,59.87,1.65,0.14,0.34,0,41.73,0,0,56.15
13311,White County,GA,2012,11,Before,28509,39.57,3.07,0.59,0.14,0.53,2.06,0,1.1,92.51
13311,White County,GA,2018,11,After,28509,39.57,3.07,0.59,0.14,0.53,2.06,0,1.1,92.51
13313,Whitfield County,GA,2012,23,Before,103963,47.57,34.16,0.92,0.13,1.37,3.86,0,0.05,59.5
13313,Whitfield County,GA,2018,23,After,103963,47.57,34.16,0.92,0.13,1.37,3.86,0,0.05,59.5
13315,Wilcox County,GA,2012,6,Before,8896,49.32,4.34,0.88,0.28,0,35.31,0,0.71,58.49
13315,Wilcox County,GA,2018,6,After,8896,49.32,4.34,0.88,0.28,0,35.31,0,0.71,58.49
